id_g,name,id_n,type,capacity_mva,max_capacity_mw,max_capacity_mvar,min_stable_level_mw,min_stable_level_mvar,fuel_cost,start_up_cost_aud,shut_down_cost_aud,t_up_h,t_dn_h,r_up_mw,r_dn_mw,x_g,losses,inertia_s,zone,v_nominal_kv
28,CHAGUAL,122,Diesel,63.5,103.253,63.5,10,-63.5,355.5046799111636,58.73568283,143.7736378,0,0,93.253,93.253,0.3074999898672104,0.03,1.25,NC,11
29,CHILOE,46,Diesel,33.51600074768066,9.034403834,33.51600074768066,0,-33.51600074768066,312.153075150522,90.22529292,103.2352877,0,0,9.034403834,9.034403834,0.8114999979734419,0.03,6,S,0.4149999916553497
30,CHOLGUAN_BL1,44,Biomass,31.2,13,31.2,2,-31.2,52.6537833635378,0,0,0,0,11,11,0.26680000000000004,0.03,2.78,S,13.8
31,CHUYACA,181,Diesel,170.4700012207031,10.49697361,170.4700012207031,0,-170.4700012207031,269.8173463027524,495.9316188,755.7368878,0,0,10.49697361,10.49697361,0.3395000100135803,0.03,6.03000020980835,S,15
32,CMPC_CORDILLERA_GN_A,28,OCGT,27.90000021457672,51.85,27.90000021457672,30,-27.90000021457672,98.19297889490808,771.1865476,162.8811736,0,0,21.85,21.85,0.29200001060962677,0.03,2,C,0.4000000059604645
33,CMPC_LAJA_BL1+BL2+BL3+BL4+BL5,38,Biomass,31.29999923706055,40.447,31.29999923706055,9,-31.29999923706055,117.82383742895988,0,0,0,0,31.447000000000003,31.447000000000003,0.3179999962449073,0.03,4.5,S,11
34,CMPC_PACIFICO_BL1+BL2+BL3,38,Biomass,33,33,33,4,-33,177.5035110574928,0,0,0,0,29,29,0.2775000035762787,0.03,6.375,S,11.5
35,COCHRANE_1,54,Coal,266,266,266,85,-266,60.24077711211796,53133.40727,7834.45728,48,48,181,181,0.22534999996423727,0.03,3.86,NG,4.159999847412109
36,COCHRANE_2,54,Coal,266,266,266,85,-266,59.67607750210449,53133.40727,7834.45728,48,48,181,181,0.32500000298023224,0.03,3.86,NG,6.599999904632568
37,COLIHUES_U1_HFO,198,Diesel,468,9.208975941,468,0,-468,157.33180628738,3168.661813,0,0,0,9.208975941,9.208975941,0.3099999949336052,0.03,7.000000476837158,C,15
38,COLIHUES_U2_HFO,198,Diesel,445.99999633789105,9.208975941,445.99999633789105,0,-445.99999633789105,157.33180628738,3168.661813,0,0,0,9.208975941,9.208975941,0.2700000107288361,0.03,3.999999761581421,C,13.80000019073486
39,COLMITO_GN_A,220,OCGT,19.25,57.7,19.25,4,-19.25,69.47819774751972,227.0901186,184.7326751,0,0,53.7,53.7,0.3400000035762787,0.03,0.4699999988079071,C,5.5
40,COMBARBALA,122,Diesel,75.97,75.97,75.97,7.5969999999999995,-75.97,368.119515286474,38.90512387,110.4875022,0,0,68.373,68.373,0.33550000190734863,0.03,3.584000110626221,NC,11.5
41,CONCON,220,Diesel,20.4,2.3,20.4,0,-20.4,249.7930080872898,26.42960565,27.13439514,0,0,2.3,2.3,0.4385000020265579,0.03,3.200000047683716,C,15
42,CONSTITUCION,61,Diesel,33.51600074768066,9.012,33.51600074768066,0,-33.51600074768066,226.076313261284,82.79764224,91.30015258,0,0,9.012,9.012,0.8114999979734419,0.03,6,S,0.4149999916553497
43,CORONEL_GN_A,63,OCGT,44.765,44.765,44.765,5,-44.765,146.1689648550664,408.5187125,1293.983548,0,0,39.765,39.765,0.2679999992251397,0.03,4.950000762939453,S,14.5
44,DEGAN_2,43,Diesel,13.5,18.818,13.5,0.22,-13.5,304.5036823020703,0,0,0,0,18.598000000000003,18.598000000000003,0.300000011920929,0.03,3.999999761581421,S,13.19999980926514
45,DEGAN_NAVE12,43,Diesel,4.768604037,4.768604037,4.768604037,0,-4.768604037,320.7971909090909,76.70415653,52.15882644,0,0,4.768604037,4.768604037,0.30250000953674316,0.03,2.849999904632568,S,11
46,DEGAN_NAVE5,43,Diesel,4.768604037,4.768604037,4.768604037,0,-4.768604037,376.1208272727272,76.70415653,52.15882644,0,0,4.768604037,4.768604037,0.30250000953674316,0.03,2.849999904632568,S,11
47,DIEGO_DE_ALMAGRO,67,Diesel,9,23.4835,9,5,-9,316.77015339396,199.4688176,260.7738734,0,0,18.4835,18.4835,0.2935000061988831,0.03,0.7900000214576721,NG,13.80000019073486
48,EL_PENON,80,Diesel,80.68903935,80.68903935,80.68903935,8.068903935,-80.68903935,227.097077410436,16.1144363,16.1144363,0,0,72.62013541500001,72.62013541500001,0.33550000190734863,0.03,3.584000110626221,NC,11.5
49,EL_SALVADOR,67,Diesel,17.68373892,17.68373892,17.68373892,0,-17.68373892,343.3466995341485,258.1003926,211.8734566,0,0,17.68373892,17.68373892,0.24649999290704727,0.03,4.800000190734863,NG,15
50,EL_TOTORAL,20,Diesel,16.8,2.938299391,16.8,0,-16.8,213.6308173558673,38.91079836,37.94679209,0,0,2.938299391,2.938299391,0.4385000020265579,0.03,3.200000047683716,C,15
51,EMELDA_U1,67,Diesel,33.25,33.25,33.25,0,-33.25,454.0654353924181,665.8052433,332.6499107,0,0,33.25,33.25,0.2775000035762787,0.03,6.375,NG,11.5
52,EMELDA_U2,67,Diesel,36,36,36,0,-36,472.9414213573946,351.7905177,550.3955518,0,0,36,36,0.2775000035762787,0.03,6.375,NG,11.5
53,ENAP_ACONCAGUA,220,OCGT,27.31,27.31,27.31,1,-27.31,84.90731853616481,0,29.10888246,0,0,26.31,26.31,0.40049999952316284,0.03,6.519999980926514,C,15
54,ENERGIA_PACIFICO,200,Biomass,15,15.6,15,10,-15,67.23625,200,0,0,0,5.6,5.6,0.585999995470047,0.03,2.690000057220459,C,11.5
55,ERSA_BIOBIO,95,Coal,138.75,20.5,138.75,0,-138.75,3.9,11469.4212,526.1202386,0,0,20.5,20.5,0.2300000041723251,0.03,1.800000071525574,S,11.5
56,ESCUADRON,63,Biomass,78,14.2,78,2,-78,58.767614697,2450,0,0,0,12.2,12.2,0.3229999989271164,0.03,2.912000179290771,S,15
57,ESPERANZA_DS1,198,Diesel,70,1.593733333,70,0,-70,253.629640400952,13.49769874,11.19552742,0,0,1.593733333,1.593733333,0.3410000056028366,0.03,4.480000019073486,C,10.5
58,ESPERANZA_DS2,198,Diesel,70,1.788558842,70,0,-70,224.5173467136997,13.4610732,11.1308223,0,0,1.788558842,1.788558842,0.3410000056028366,0.03,4.480000019073486,C,10.5
59,ESPERANZA_TG1,198,Diesel,18.61165644,18.61165644,18.61165644,0,-18.61165644,347.5243809200056,1590.300444,1407.937373,0,0,18.61165644,18.61165644,0.2757500037550927,0.03,4.099999904632568,C,13.80000019073486
60,ESPINOS_BL1,122,Diesel,99.6,99.6,99.6,9,-99.6,218.7152821014705,882.8118256,291.8661731,0,0,90.6,90.6,0.2775000035762787,0.03,6.375,NC,11.5
61,ESPINOS_BL2,122,Diesel,25,23.9,25,0,-25,256.9780052226706,171.2918468,56.63075001,0,0,23.9,23.9,0.5200000032782555,0.03,2.960000038146973,NC,13.19999980926514
62,GUACOLDA_1,92,Coal,40,152,40,38.1,-40,71.0347628631672,40556,1554,48,48,113.9,113.9,0.39499999582767487,0.03,3,NC,9.5
63,GUACOLDA_2,92,Coal,134.0640029907228,152,134.0640029907228,38.4,-134.0640029907228,69.18966152178085,36154.17738,2343.622866,48,48,113.6,113.6,0.27150000631809235,0.03,3,NC,0.4149999916553497
64,GUACOLDA_3,92,Coal,32.47100067138672,154.0943,32.47100067138672,31.7,-32.47100067138672,59.14658847317146,29008,2180,48,48,122.3943,122.3943,0.4050000011920929,0.03,3,NC,9.5
65,GUACOLDA_4,92,Coal,11.88000047206879,152,11.88000047206879,38,-11.88000047206879,64.05594017597109,25490,956,48,48,114,114,0.2794000059366226,0.03,3,NC,0.4000000059604645
66,GUACOLDA_5,92,Coal,133.5299987792969,156.215,133.5299987792969,24.5,-133.5299987792969,62.83150394232997,23584,1390,48,48,131.715,131.715,0.3183500021696091,0.03,3,NC,13.19999980926514
67,HORCONES_DIE,93,Diesel,30,24.3,30,0,-30,302.0733593813596,209.1029206,83.52434994,0,0,24.3,24.3,0.5200000032782555,0.03,3.145000219345093,S,13.19999980926514
68,HORNITOS,35,Coal,165,165,165,45.205293,-165,76.17037308118063,134871.396,17785.80261,48,48,119.794707,119.794707,0.2295000031590462,0.03,2.5,NG,0.4000000059604645
69,HUASCO-TG_U1_IFO,96,Diesel,141.25,19.33,141.25,0,-141.25,225.612209367008,6070.172261,0,0,0,19.33,19.33,0.21000000089406967,0.03,5.710000038146973,NC,15
70,HUASCO-TG_U2_IFO,96,Diesel,141.25,19.33,141.25,0,-141.25,225.612209367008,6070.172261,0,0,0,19.33,19.33,0.21000000089406967,0.03,5.710000038146973,NC,15
71,HUASCO-TG_U3_IFO,96,Diesel,83.6000018119812,19.33,83.6000018119812,0,-83.6000018119812,225.612209367008,6070.172261,0,0,0,19.33,19.33,0.300000011920929,0.03,1.057000041007996,NC,0.4000000059604645
72,IE_MEJILLONES,132,Coal,376.96,376.96,376.96,74.3,-376.96,55.8044311539532,73100.15578,5155.414067,48,48,302.65999999999997,302.65999999999997,0.2870000004768372,0.03,7.57,NG,11
73,KELAR-CC1-TG1,101,OCGT,191.250005364418,191.250005364418,191.250005364418,95,-191.250005364418,44.5,0,0,0,0,96.250005364418,96.250005364418,0.3075000047683716,0.03,5,NG,15
74,KELAR-CC1-TG2,101,OCGT,191.250005364418,191.250005364418,191.250005364418,95,-191.250005364418,44.6,0,0,0,0,96.250005364418,96.250005364418,0.3075000047683716,0.03,5,NG,15
75,KELAR-CC1-TV,101,OCGT,180.5000523651361,180.5000523651361,180.5000523651361,90,-180.5000523651361,44.5,0,0,0,0,90.5000523651361,90.5000523651361,0.2745000049471855,0.03,5.5,NG,15.75
76,LA_PORTADA,86,Diesel,2.9524,2.9524,2.9524,1,-2.9524,338.190185660118,4.873446994,3.354543613,0,0,1.9524,1.9524,0.30250000953674316,0.03,2.849999904632568,NG,11
77,LAJA-EVE_1,36,Biomass,8.7,8.7,8.7,2.1,-8.7,33.91410894822,141.5263442,6.313442863,24,12,6.6,6.6,0.2880000025033951,0.03,10.25999927520752,S,11.5
78,LAJA-EVE_2,36,Biomass,3.9,3.9,3.9,0,-3.9,0,0,0,0,0,3.9,3.9,0.30250000953674316,0.03,2.849999904632568,S,11
79,LAS_VEGAS,120,Diesel,22.8,2.1,22.8,0,-22.8,276.4224901528839,31.88841681,27.82809045,0,0,2.1,2.1,0.4385000020265579,0.03,3.200000047683716,C,15
80,LAUTARO_1_BL1+BL2,111,Biomass,0.6000000238418579,23,0.6000000238418579,5.5,-0.6000000238418579,47.988394369,0,0,0,0,17.5,17.5,0.19500000029802325,0.03,7.067999839782715,S,0.3799999952316284
81,LAUTARO_2_BL1+BL2,111,Biomass,167.5800037384035,23,167.5800037384035,5.5,-167.5800037384035,46.15036353960001,0,0,0,0,17.5,17.5,0.27150000631809235,0.03,0.4600000083446503,S,0.4149999916553497
82,LICANTEN_BL1+BL2,98,Biomass,6,6,6,1,-6,27.94134764960264,0,0,0,0,5,5,0.4583499878644943,0.03,2.5,C,11.5
83,LINARES,112,Diesel,1.92,0.456031649,1.92,0,-1.92,260.0511980594363,6.026581362,5.022151135,0,0,0.456031649,0.456031649,0.22550000250339508,0.03,1.600000023841858,S,0.4000000059604645
84,LLANOS BLANCOS,162,Diesel,38.75,149.5618926,38.75,10,-38.75,348.1753122965854,89.03173147,217.7252717,0,0,139.5618926,139.5618926,0.3035000115633011,0.03,3,NC,13.19999980926514
85,LOMA_LOS_COLORADOS_2,174,Biomass,31.1999994659424,22.3273,31.1999994659424,0.5,-31.1999994659424,24.33,0,0,0,0,21.8273,21.8273,0.23500000685453415,0.03,0.3499999940395355,C,0.4000000059604645
86,LOS_GUINDOS,37,Diesel,62.34999847412109,139,62.34999847412109,59.3,-62.34999847412109,290.9809800610828,2191.21257,1376.656624,0,0,79.7,79.7,0.3034999966621399,0.03,6,S,11.5
87,LOS_GUINDOS_2,37,Diesel,52.5,139,52.5,59.3,-52.5,279.0625197406566,2158.742799,2321.577349,0,0,79.7,79.7,0.2759999930858612,0.03,1.200000047683716,S,13.19999980926514
88,LOS_PINOS,38,Diesel,20.49999952316284,102.8,20.49999952316284,28.6,-20.49999952316284,180.0265413205608,760.9968238,909.5224149,0,0,74.19999999999999,74.19999999999999,0.29200001060962677,0.03,0.3700000047683716,S,0.4000000059604645
89,LOS_VIENTOS_GN_A,120,OCGT,45,129.38,45,58.3,-45,77.70361474134144,0,0,2,2,71.08,71.08,0.29600000381469727,0.03,1.120000004768372,C,13.19999980926514
90,LOS_VIENTOS-CNAVIA_GN_A,120,OCGT,129.38,129.38,129.38,58.3,-129.38,77.70361474134144,0,0,2,2,71.08,71.08,0.5159999951720238,0.03,5.71,C,18
91,MAITENCILLO,123,Diesel,95,67.792,95,6.7792,-95,252.4394882289927,1.846197105,0,0,0,61.0128,61.0128,0.3425,0.03,4.818,NC,12
92,MANTOS_BLANCOS,126,Diesel,27.92,27.92,27.92,10,-27.92,222.3407803950688,11.21585924,15.17313952,0,0,17.92,17.92,0.32999999821186066,0.03,6.590000152587891,NG,15
93,MASISA,36,Biomass,21.34499931335449,11,21.34499931335449,5.3,-21.34499931335449,48.39030431832758,0,0,0,0,5.7,5.7,0.601500004529953,0.03,4.379499912261963,S,11
94,MAULE,61,Diesel,96.720000743866,5.967291667,96.720000743866,0,-96.720000743866,253.6851134055558,49.08779449,56.83461875,0,0,5.967291667,5.967291667,0.29200001060962677,0.03,1.99999988079071,S,0.4000000059604645
95,MEJILLONES_1,132,Coal,165.9,165.9,165.9,40.03388322,-165.9,184.8557834778605,66682.02926,2299.539681,120,120,125.86611678,125.86611678,0.20499999821186066,0.03,4.1,NG,6.300000190734863
96,MEJILLONES_2,132,Coal,175,175,175,41.51020566,-175,179.9850591853951,93838.86581,5441.238716,120,120,133.48979434,133.48979434,0.300000011920929,0.03,4.1,NG,6
97,MEJILLONES_3-TG+TV_GNL_A,35,OCGT,250.75,250.75,250.75,152.477,-250.75,37.03018714083337,0,0,0,0,98.273,98.273,0.32500000298023224,0.03,4.1,NG,6.599999904632568
98,NEHUENCO_1-TG+TV_GN_A,193,OCGT,346.6,346.6,346.6,225,-346.6,52.97093705368135,0,0,0,0,121.60000000000002,121.60000000000002,0.364499993622303,0.03,6.27,C,15.75
99,NEHUENCO_2-TG+TV_GN_A,193,OCGT,250,250,250,195,-250,51.23074732491454,0,0,0,0,55,55,0.2669999897480011,0.03,6.051599979400635,C,15
100,NEHUENCO_9B_GN_A,193,OCGT,89.2800006866456,92.9,89.2800006866456,39.1,-89.2800006866456,82.723025942,0,0,0,0,53.800000000000004,53.800000000000004,0.29200001060962677,0.03,2.000000238418579,C,0.4000000059604645
101,NEWEN_GNL_B,166,OCGT,260,14.5,260,0,-260,71.4174672356387,0,0,0,0,14.5,14.5,0.3229999989271164,0.03,2.912000179290771,S,15
102,NUEVA_ALDEA_2,194,Diesel,170.4700012207031,10,170.4700012207031,0,-170.4700012207031,278.9955245909123,112.0024896,62.55038097,0,0,10,10,0.3395000100135803,0.03,5.349999904632568,S,15
103,NUEVA_ALDEA_BL1+BL2+BL3,194,Biomass,51,51,51,4,-51,61.09393948207166,0,0,0,0,47,47,0.4129999876022339,0.03,4.32000207901001,S,13.80000019073486
104,NUEVA_RENCA-TG+TV_GNL_A,186,OCGT,63.5,338.77,63.5,192.3,-63.5,66.86314860769346,0,0,0,0,146.46999999999997,146.46999999999997,0.26750000566244125,0.03,1.269999980926514,C,11.5
105,NUEVA_VENTANAS,226,Coal,14,243.093,14,54.2,-14,5.066508397137,76850,1999,48,48,188.89299999999997,188.89299999999997,0.2685000076889992,0.03,0.8065699934959412,C,0.4000000059604645
106,OLIVOS_BL1+BL2,122,Diesel,7.799999713897705,99.936,7.799999713897705,1.307,-7.799999713897705,269.7993335615348,410.81368705,207.25020641999998,0,0,98.629,98.629,0.26250000298023224,0.03,0.6399999856948853,NC,0.4000000059604645
107,PAJONALES,75,Diesel,7.799999713897705,101.36,7.799999713897705,10,-7.799999713897705,377.8775142732509,58.0019374,140.861848,0,0,91.36,91.36,0.26250000298023224,0.03,0.6399999856948853,NC,0.4000000059604645
108,PLACILLA,20,Diesel,2.940659665,2.940659665,2.940659665,0,-2.940659665,240.4090828124182,50.31528987,50.61126217,0,0,2.940659665,2.940659665,0.30250000953674316,0.03,2.849999904632568,C,11
109,PUNTA_COLORADA_IFO,163,Diesel,300,17,300,12.3,-300,166.8513768457829,813.9623532,217.9700813,0,0,4.699999999999999,4.699999999999999,0.3825000077486038,0.03,4.600000381469727,NC,15.75
110,QUINTAY,20,Diesel,13.2,2.909179033,13.2,0,-13.2,248.5980010516171,35.98667551,38.28557862,0,0,2.909179033,2.909179033,0.4385000020265579,0.03,3.200000047683716,C,15
111,QUINTERO_1A_GN_A,180,OCGT,3,115.2375,3,74.1,-3,77.53605002832897,0,0,2,2,41.1375,41.1375,0.2900000065565109,0.03,2.666399955749512,C,12
112,QUINTERO_1B_GN_A,180,OCGT,129,129,129,74.1,-129,77.2166987622083,0,0,2,2,54.900000000000006,54.900000000000006,0.5159999951720238,0.03,5.35,C,18
113,SAN_GREGORIO,160,Diesel,36,0.422,36,0,-36,270.6007118616182,7.031011589,7.031011589,0,0,0.422,0.422,0.22550000250339508,0.03,1.600000023841858,S,0.4000000059604645
114,SAN_ISIDRO_2-TG+TV_GN_A,193,OCGT,399,399,399,195.1,-399,46.23961415793668,0,0,2,2,203.9,203.9,0.346000000834465,0.03,8,C,10.5
115,SAN_ISIDRO-TG+TV_GN_A,193,OCGT,358.4,358.4,358.4,200.7,-358.4,48.34646553537698,0,0,2,2,157.7,157.7,0.3430000096559525,0.03,8,C,11
116,SAN_JAVIER_1,206,Diesel,5,25.9938,5,0,-5,297.4666220116203,12.8777395,31.45484771,0,0,25.9938,25.9938,0.300000011920929,0.03,3.999999761581421,C,13.80000019073486
117,SAN_JAVIER_2,206,Diesel,2.799999952316284,25,2.799999952316284,0,-2.799999952316284,300.480376287616,12.85436241,33.24554423,0,0,25,25,0.2450000047683716,0.03,2.666399955749512,C,12
118,SAN_LORENZO_U1,68,Diesel,28.5,28.5,28.5,0,-28.5,422.02085935794,3826.9,0,0,0,28.5,28.5,0.32999999821186066,0.03,6.590000152587891,NG,15
119,SAN_LORENZO_U2,68,Diesel,10,26,10,0,-10,469.758183917428,4247.9,0,0,0,26,26,0.300000011920929,0.03,3.999999761581421,NG,13.80000019073486
120,SAN_LORENZO_U3,68,Diesel,7.7,7.7,7.7,0,-7.7,373.20689577323,252.2151403,96.98328014,0,0,7.7,7.7,0.29200001060962677,0.03,2.177559852600098,NG,11.5
121,SANTA_FE_BL1+BL2,38,Biomass,20,62.633,20,21.5,-20,24.060231869180235,0,0,0,0,41.133,41.133,0.3130000059604645,0.03,2.799999952316284,S,15
122,SANTA_LIDIA,38,Diesel,22.22400093078613,140.88,22.22400093078613,10,-22.22400093078613,279.7483167114456,1488.524254,1723.734646,0,0,130.88,130.88,0.2760000079870224,0.03,6,S,3.299999952316284
123,SANTA_MARIA,195,Coal,63.5,344.52,63.5,178,-63.5,60.98622307399222,117073.45,8864.263,120,48,166.51999999999998,166.51999999999998,0.26750000566244125,0.03,1.269999980926514,S,11.5
124,SANTA_MARTA,196,Biomass,424,14.185,424,1.5,-424,15,0,2.901115658,0,0,12.685,12.685,0.4414999932050705,0.03,4.900000095367432,C,15.75
125,TALTAL_1_GNL_E,157,OCGT,68.23500061035156,123.4,68.23500061035156,74.8,-68.23500061035156,101.56748792975145,0,0,2,2,48.60000000000001,48.60000000000001,0.3564999997615814,0.03,1.159999966621399,NG,11.5
126,TALTAL_2_GNL_E,157,OCGT,100.5480022430421,121.5,100.5480022430421,74.8,-100.5480022430421,101.60052662748068,0,0,2,2,46.7,46.7,0.27150000631809235,0.03,0.4600000083446503,NG,0.4149999916553497
128,TARAPACA-TG_DIE,209,Diesel,18.6401,18.6401,18.6401,3,-18.6401,427.7236881964748,251.9503893,60.42143617,0,0,15.6401,15.6401,0.2565000057220459,0.03,1.389999985694885,NG,0.4000000059604645
128,TENO_GAS_GLP,212,OCGT,25,58.882,25,5.888199999999999,-25,136.7119953343142,283.5804869,141.4140371,0,0,52.9938,52.9938,0.2750000059604645,0.03,0.6304000020027161,C,6
129,TERMOPACIFICO,33,Diesel,85.96108406,85.96108406,85.96108406,8.596108406,-85.96108406,408.4676512902648,1128.664867,143.171019,0,0,77.364975654,77.364975654,0.2775000035762787,0.03,6.375,NC,11.5
130,TOCOPILLA_U16-TG+TV_GNL_A,218,OCGT,400,400,400,117,-400,36.17436044634448,108.4137789,7.064424329,0,0,283,283,0.7844,0.03,5.5,NG,0.4
131,TOCOPILLA-TG3_GNL_A,217,OCGT,37.5,37.5,37.5,13.9,-37.5,37.6206053210996,108.4137789,7.064424329,0,0,23.6,23.6,0.364499993622303,0.03,5.5,NG,15.75
132,TRAPEN,136,Diesel,6,80.838,6,8.0838,-6,228.387249664194,16.25168486,16.25168486,0,0,72.7542,72.7542,0.25500000268220907,0.03,2.666399955749512,S,12
133,TRINCAO,46,Diesel,448,17.52,448,0,-448,212.3420030267973,10.82775529,2.820675748,0,0,17.52,17.52,0.3958499878644943,0.03,7.700001239776611,S,15.75
134,UJINA_U1_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,160.2013023048333,7753.264273,688.9543751,0,0,4.7,4.7,0.2995000034570694,0.03,2.259999990463257,NG,13.19999980926514
135,UJINA_U2_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,162.1359066265714,7753.264273,688.9543751,0,0,4.7,4.7,0.2805000096559525,0.03,5.820000171661377,NG,15
136,UJINA_U3_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,161.2622143522381,7753.264273,688.9543751,0,0,4.7,4.7,0.36499999463558197,0.03,4.050000190734863,NG,18
137,UJINA_U4_HFO,56,Diesel,6.7,6.7,6.7,2,-6.7,172.4954007365238,7753.264273,688.9543751,0,0,4.7,4.7,0.47209999710321426,0.03,1.882352828979492,NG,0.4000000059604645
